B200,"-24.112,2.842,0.0","-23.112,2.842,0.0","-23.112,2.842,2.0","-24.112,2.842,2.0","-24.112,2.842,0.0"
B201,"-22.448,10.088,0.0","-22.448,9.088,0.0","-22.448,9.088,2.0","-22.448,10.088,2.0","-22.448,10.088,0.0"
B202,"-23.163,5.972,0.0","-24.163,5.972,0.0","-24.163,5.972,2.0","-23.163,5.972,2.0","-23.163,5.972,0.0"
B203,"-8.637,12.718,0.0","-7.637,12.718,0.0","-7.637,12.718,2.0","-8.637,12.718,2.0","-8.637,12.718,0.0"
B204,"-9.352,25.898,0.0","-9.352,24.898,0.0","-9.352,24.898,2.0","-9.352,25.898,2.0","-9.352,25.898,0.0"
B205,"-11.352,12.718,0.0","-10.352,12.718,0.0","-10.352,12.718,2.0","-11.352,12.718,2.0","-11.352,12.718,0.0"
B206,"-10.943,40.197,4.57","-10.943,41.197,4.57","-10.943,41.197,6.57","-10.943,40.197,6.57","-10.943,40.197,4.57"
B207,"-1.849,46.326,4.57","-2.849,46.326,4.57","-2.849,46.326,6.57","-1.849,46.326,6.57","-1.849,46.326,4.57"
B208,"-42.439,38.456,4.57","-43.439,38.456,4.57","-43.439,38.456,6.57","-42.439,38.456,6.57","-42.439,38.456,4.57"
B209,"-33.382,40.977,4.57","-33.382,39.977,4.57","-33.382,39.977,6.57","-33.382,40.977,6.57","-33.382,40.977,4.57"
B210,"-37.282,18.286,4.57","-38.282,18.286,4.57","-38.282,18.286,6.57","-37.282,18.286,6.57","-37.282,18.286,4.57"
B211,"-6.771,24.746,4.57","-7.771,24.746,4.57","-7.771,24.746,6.57","-6.771,24.746,6.57","-6.771,24.746,4.57"
B212,"-11.733,14.586,4.57","-12.733,14.586,4.57","-12.733,14.586,6.57","-11.733,14.586,6.57","-11.733,14.586,4.57"
B213,"-9.478,12.718,4.57","-8.478,12.718,4.57","-8.478,12.718,6.57","-9.478,12.718,6.57","-9.478,12.718,4.57"
B214,"-3.428,15.046,4.57","-3.428,16.046,4.57","-3.428,16.046,6.57","-3.428,15.046,6.57","-3.428,15.046,4.57"
B215,"-3.428,17.985,4.57","-3.428,18.985,4.57","-3.428,18.985,6.57","-3.428,17.985,6.57","-3.428,17.985,4.57"
B216,"-17.768,10.362,4.57","-17.768,11.362,4.57","-17.768,11.362,6.57","-17.768,10.362,6.57","-17.768,10.362,4.57"
B217,"-22.968,12.042,0.0","-23.968,12.042,0.0","-23.968,12.042,2.0","-22.968,12.042,2.0","-22.968,12.042,0.0"
B218,"-28.188,46.816,4.57","-29.188,46.816,4.57","-29.188,46.816,6.57","-28.188,46.816,6.57","-28.188,46.816,4.57"
B219,"-36.112,38.808,0.0","-36.112,37.808,0.0","-36.112,37.808,2.0","-36.112,38.808,2.0","-36.112,38.808,0.0"
B220,"-7.518,21.627,0.0","-7.518,22.627,0.0","-7.518,22.627,2.0","-7.518,21.627,2.0","-7.518,21.627,0.0"
B221,"-34.892,12.042,0.0","-35.892,12.042,0.0","-35.892,12.042,2.0","-34.892,12.042,2.0","-34.892,12.042,0.0"
B222,"-40.492,23.601,0.0","-40.492,22.601,0.0","-40.492,22.601,2.0","-40.492,23.601,2.0","-40.492,23.601,0.0"
B223,"-9.109,22.912,4.57","-8.109,22.912,4.57","-8.109,22.912,6.57","-9.109,22.912,6.57","-9.109,22.912,4.57"
B224,"-10.732,46.731,0.0","-10.732,45.731,0.0","-10.732,45.731,2.0","-10.732,46.731,2.0","-10.732,46.731,0.0"
B225,"-32.087,48.088,0.0","-31.087,48.088,0.0","-31.087,48.088,2.0","-32.087,48.088,2.0","-32.087,48.088,0.0"
B226,"-46.713,49.132,0.0","-45.713,49.132,0.0","-45.713,49.132,2.0","-46.713,49.132,2.0","-46.713,49.132,0.0"
B227,"-19.892,16.411,0.0","-19.892,15.411,0.0","-19.892,15.411,2.0","-19.892,16.411,2.0","-19.892,16.411,0.0"
B228,"-41.907,2.651,0.0","-41.907,3.651,0.0","-41.907,3.651,2.0","-41.907,2.651,2.0","-41.907,2.651,0.0"
B229,"-38.317,5.778,0.0","-38.317,4.778,0.0","-38.317,4.778,2.0","-38.317,5.778,2.0","-38.317,5.778,0.0"
B230,"-2.332,14.068,0.0","-1.332,14.068,0.0","-1.332,14.068,2.0","-2.332,14.068,2.0","-2.332,14.068,0.0"
B231,"-4.888,14.068,0.0","-3.888,14.068,0.0","-3.888,14.068,2.0","-4.888,14.068,2.0","-4.888,14.068,0.0"
B232,"-52.147,13.485,0.0","-52.147,14.485,0.0","-52.147,14.485,2.0","-52.147,13.485,2.0","-52.147,13.485,0.0"
B233,"-21.348,44.982,4.57","-20.348,44.982,4.57","-20.348,44.982,6.57","-21.348,44.982,6.57","-21.348,44.982,4.57"
B234,"-24.133,22.443,4.57","-24.133,23.443,4.57","-24.133,23.443,6.57","-24.133,22.443,6.57","-24.133,22.443,4.57"
B235,"-24.133,23.642,4.57","-24.133,24.642,4.57","-24.133,24.642,6.57","-24.133,23.642,6.57","-24.133,23.642,4.57"
B236,"-1.748,23.627,4.57","-1.748,24.627,4.57","-1.748,24.627,6.57","-1.748,23.627,6.57","-1.748,23.627,4.57"
B237,"-11.272,24.746,4.57","-12.272,24.746,4.57","-12.272,24.746,6.57","-11.272,24.746,6.57","-11.272,24.746,4.57"
B238,"-4.759,12.718,4.57","-3.759,12.718,4.57","-3.759,12.718,6.57","-4.759,12.718,6.57","-4.759,12.718,4.57"
