-51.183,10.982,0
-51.183,11.982,0
-51.183,11.982,2
-51.183,10.982,2
-47.247,31.229,4.57
-47.247,32.229,4.57
-47.247,32.229,6.57
-47.247,31.229,6.57
-8.637,27.582,0
-7.637,27.582,0
-7.637,27.582,2
-8.637,27.582,2
-6.518,14.187,0
-6.518,15.187,0
-6.518,15.187,2
-6.518,14.187,2
-20.892,10.327,0
-20.892,11.327,0
-20.892,11.327,2
-20.892,10.327,2
-19.773,25.745,0
-18.773,25.745,0
-18.773,25.745,2
-19.773,25.745,2
-6.572,24.746,4.57
-5.572,24.746,4.57
-5.572,24.746,6.57
-6.572,24.746,6.57
-3.732,24.746,4.57
-2.732,24.746,4.57
-2.732,24.746,6.57
-3.732,24.746,6.57
-40.475,52.142,0
-40.475,53.142,0
-40.475,53.142,2
-40.475,52.142,2
-39.878,55.421,0
-38.878,55.421,0
-38.878,55.421,2
-39.878,55.421,2
-48.288,44.802,0
-47.288,44.802,0
-47.288,44.802,2
-48.288,44.802,2
-16.768,13.866,4.57
-16.768,12.866,4.57
-16.768,12.866,6.57
-16.768,13.866,6.57
-48.628,10.225,0
-47.628,10.225,0
-47.628,10.225,2
-48.628,10.225,2
-12.978,44.982,4.57
-11.978,44.982,4.57
-11.978,44.982,6.57
-12.978,44.982,6.57
-14.258,35.312,4.57
-14.258,36.312,4.57
-14.258,36.312,6.57
-14.258,35.312,6.57
-3.193,34.842,0
-4.193,34.842,0
-4.193,34.842,2
-3.193,34.842,2
-4.038,49.976,0
-3.038,49.976,0
-3.038,49.976,2
-4.038,49.976,2
-33.488,29.659,4.57
-33.488,30.659,4.57
-33.488,30.659,6.57
-33.488,29.659,6.57
-32.263,18.286,4.57
-33.263,18.286,4.57
-33.263,18.286,6.57
-32.263,18.286,6.57
-21.118,48.207,0
-21.118,49.207,0
-21.118,49.207,2
-21.118,48.207,2
-19.188,49.976,0
-18.188,49.976,0
-18.188,49.976,2
-19.188,49.976,2
-40.492,21.402,0
-40.492,22.402,0
-40.492,22.402,2
-40.492,21.402,2
-27.122,45.697,4.57
-27.122,46.697,4.57
-27.122,46.697,6.57
-27.122,45.697,6.57
-28.208,44.982,4.57
-27.208,44.982,4.57
-27.208,44.982,6.57
-28.208,44.982,6.57
-27.188,38.922,4.57
-28.188,38.922,4.57
-28.188,38.922,6.57
-27.188,38.922,6.57
-38.778,36.439,0
-39.778,36.439,0
-39.778,36.439,2
-38.778,36.439,2
-40.475,40.987,0
-40.475,41.987,0
-40.475,41.987,2
-40.475,40.987,2
-32.263,34.796,4.57
-33.263,34.796,4.57
-33.263,34.796,6.57
-32.263,34.796,6.57
-30.413,12.042,0
-31.413,12.042,0
-31.413,12.042,2
-30.413,12.042,2
-31.548,43.163,4.57
-31.548,44.163,4.57
-31.548,44.163,6.57
-31.548,43.163,6.57
-30.489,38.922,4.57
-31.489,38.922,4.57
-31.489,38.922,6.57
-30.489,38.922,6.57
-23.418,48.088,0
-22.418,48.088,0
-22.418,48.088,2
-23.418,48.088,2
-9.352,27.097,0
-9.352,26.097,0
-9.352,26.097,2
-9.352,27.097,2
-23.872,44.982,4.57
-22.872,44.982,4.57
-22.872,44.982,6.57
-23.872,44.982,6.57
-4.548,21.339,4.57
-3.548,21.339,4.57
-3.548,21.339,6.57
-4.548,21.339,6.57
-48.563,34.562,0
-48.563,33.562,0
-48.563,33.562,2
-48.563,34.562,2
-48.563,29.828,0
-48.563,28.828,0
-48.563,28.828,2
-48.563,29.828,2
-19.793,42.218,0
-18.793,42.218,0
-18.793,42.218,2
-19.793,42.218,2
-37.693,50.337,0
-37.693,51.337,0
-37.693,51.337,2
-37.693,50.337,2
-19.178,43.977,4.57
-18.178,43.977,4.57
-18.178,43.977,6.57
-19.178,43.977,6.57
-18.127,37.136,4.57
-19.127,37.136,4.57
-19.127,37.136,6.57
-18.127,37.136,6.57
-4.208,39.009,4.57
-4.208,40.009,4.57
-4.208,40.009,6.57
-4.208,39.009,6.57
-39.022,46.102,4.57
-39.022,45.102,4.57
-39.022,45.102,6.57
-39.022,46.102,6.57
-43.538,45.316,4.57
-43.538,46.316,4.57
-43.538,46.316,6.57
-43.538,45.316,6.57
-25.253,21.216,4.57
-24.253,21.216,4.57
-24.253,21.216,6.57
-25.253,21.216,6.57
-5.328,38.882,4.57
-4.328,38.882,4.57
-4.328,38.882,6.57
-5.328,38.882,6.57
-20.228,27.03,0
-20.228,26.03,0
-20.228,26.03,2
-20.228,27.03,2
-37.622,44.982,4.57
-36.622,44.982,4.57
-36.622,44.982,6.57
-37.622,44.982,6.57
-52.147,16.305,0
-52.147,17.305,0
-52.147,17.305,2
-52.147,16.305,2
-46.713,10.225,0
-45.713,10.225,0
-45.713,10.225,2
-46.713,10.225,2
-40.383,10.225,0
-39.383,10.225,0
-39.383,10.225,2
-40.383,10.225,2
-42.535,5.786,0
-43.535,5.786,0
-43.535,5.786,2
-42.535,5.786,2
-5.262,19.997,4.57
-5.262,18.997,4.57
-5.262,18.997,6.57
-5.262,19.997,6.57
-6.087,14.068,0
-5.087,14.068,0
-5.087,14.068,2
-6.087,14.068,2
-8.192,44.538,4.57
-8.192,43.538,4.57
-8.192,43.538,6.57
-8.192,44.538,6.57
-13.356,44.052,0
-12.356,44.052,0
-12.356,44.052,2
-13.356,44.052,2
-18.058,42.932,0
-18.058,43.932,0
-18.058,43.932,2
-18.058,42.932,2
-31.548,36.183,4.57
-31.548,37.183,4.57
-31.548,37.183,6.57
-31.548,36.183,6.57
-34.409,40.722,0
-35.409,40.722,0
-35.409,40.722,2
-34.409,40.722,2
-4.362,48.291,0
-4.362,47.291,0
-4.362,47.291,2
-4.362,48.291,2
-24.408,35.418,0
-25.408,35.418,0
-25.408,35.418,2
-24.408,35.418,2
-24.308,26.823,0
-24.308,25.823,0
-24.308,25.823,2
-24.308,26.823,2
-25.408,27.972,0
-24.408,27.972,0
-24.408,27.972,2
-25.408,27.972,2
-3.732,26.081,0
-3.732,27.081,0
-3.732,27.081,2
-3.732,26.081,2
-3.017,27.582,0
-2.017,27.582,0
-2.017,27.582,2
-3.017,27.582,2
-2.612,24.478,0
-3.612,24.478,0
-3.612,24.478,2
-2.612,24.478,2
-9.352,19.311,0
-9.352,18.311,0
-9.352,18.311,2
-9.352,19.311,2
-43.048,16.297,4.57
-43.048,15.297,4.57
-43.048,15.297,6.57
-43.048,16.297,6.57
-43.168,13.642,4.57
-44.168,13.642,4.57
-44.168,13.642,6.57
-43.168,13.642,6.57
-40.929,13.642,4.57
-39.929,13.642,4.57
-39.929,13.642,6.57
-40.929,13.642,6.57
-3.428,22.243,4.57
-3.428,23.243,4.57
-3.428,23.243,6.57
-3.428,22.243,6.57
-8.279,12.718,4.57
-7.279,12.718,4.57
-7.279,12.718,6.57
-8.279,12.718,6.57
-28.069,40.722,0
-29.069,40.722,0
-29.069,40.722,2
-28.069,40.722,2
-35.403,22.668,0
-34.403,22.668,0
-34.403,22.668,2
-35.403,22.668,2
-40.475,38.021,0
-40.475,37.021,0
-40.475,37.021,2
-40.475,38.021,2
-1.898,25.447,0
-1.898,26.447,0
-1.898,26.447,2
-1.898,25.447,2
-15.258,36.558,0
-15.258,37.558,0
-15.258,37.558,2
-15.258,36.558,2
-12.622,37.558,0
-12.622,36.558,0
-12.622,36.558,2
-12.622,37.558,2
-31.662,52.661,0
-31.662,53.661,0
-31.662,53.661,2
-31.662,52.661,2
-33.387,48.088,0
-32.387,48.088,0
-32.387,48.088,2
-33.387,48.088,2
-28.268,48.088,0
-27.268,48.088,0
-27.268,48.088,2
-28.268,48.088,2
-47.288,34.842,0
-48.288,34.842,0
-48.288,34.842,2
-47.288,34.842,2
-48.288,28.548,0
-47.288,28.548,0
-47.288,28.548,2
-48.288,28.548,2
-31.532,16.707,0
-31.532,15.707,0
-31.532,15.707,2
-31.532,16.707,2
-47.388,5.928,0
-47.388,6.928,0
-47.388,6.928,2
-47.388,5.928,2
-40.492,18.322,0
-40.492,17.322,0
-40.492,17.322,2
-40.492,18.322,2
-16.618,13.39,0
-16.618,14.39,0
-16.618,14.39,2
-16.618,13.39,2
-3.732,25.882,0
-3.732,24.882,0
-3.732,24.882,2
-3.732,25.882,2
-41.968,45.016,4.57
-40.968,45.016,4.57
-40.968,45.016,6.57
-41.968,45.016,6.57
-19.892,14.691,4.57
-19.892,13.691,4.57
-19.892,13.691,6.57
-19.892,14.691,6.57
-26.002,13.762,4.57
-26.002,14.762,4.57
-26.002,14.762,6.57
-26.002,13.762,6.57
-21.348,19.382,4.57
-20.348,19.382,4.57
-20.348,19.382,6.57
-21.348,19.382,6.57
-25.483,19.382,4.57
-24.483,19.382,4.57
-24.483,19.382,6.57
-25.483,19.382,6.57
-24.308,36.892,0
-24.308,37.892,0
-24.308,37.892,2
-24.308,36.892,2
-22.633,40.722,0
-23.633,40.722,0
-23.633,40.722,2
-22.633,40.722,2
-25.893,22.668,0
-24.893,22.668,0
-24.893,22.668,2
-25.893,22.668,2
-33.652,24.502,0
-34.652,24.502,0
-34.652,24.502,2
-33.652,24.502,2
-44.512,46.816,4.57
-45.512,46.816,4.57
-45.512,46.816,6.57
-44.512,46.816,6.57
-18.058,45.222,0
-18.058,46.222,0
-18.058,46.222,2
-18.058,45.222,2
-18.058,48.185,0
-18.058,49.185,0
-18.058,49.185,2
-18.058,48.185,2
-29.828,52.831,0
-29.828,53.831,0
-29.828,53.831,2
-29.828,52.831,2
-31.662,51.001,0
-31.662,50.001,0
-31.662,50.001,2
-31.662,51.001,2
-26.142,36.537,0
-26.142,35.537,0
-26.142,35.537,2
-26.142,36.537,2
-34.652,38.888,0
-33.652,38.888,0
-33.652,38.888,2
-34.652,38.888,2
-42.169,34.842,0
-43.169,34.842,0
-43.169,34.842,2
-42.169,34.842,2
-43.169,28.548,0
-42.169,28.548,0
-42.169,28.548,2
-43.169,28.548,2
-33.263,28.548,0
-32.263,28.548,0
-32.263,28.548,2
-33.263,28.548,2
-32.453,24.502,0
-33.453,24.502,0
-33.453,24.502,2
-32.453,24.502,2
-26.142,27.852,0
-26.142,26.852,0
-26.142,26.852,2
-26.142,27.852,2
-47.313,53.202,0
-48.313,53.202,0
-48.313,53.202,2
-47.313,53.202,2
-41.907,1.312,0
-41.907,2.312,0
-41.907,2.312,2
-41.907,1.312,2
-27.028,6.531,0
-27.028,7.531,0
-27.028,7.531,2
-27.028,6.531,2
-9.352,22.443,0
-9.352,21.443,0
-9.352,21.443,2
-9.352,22.443,2
-24.133,26.166,4.57
-24.133,27.166,4.57
-24.133,27.166,6.57
-24.133,26.166,6.57
-27.003,22.296,4.57
-27.003,21.296,4.57
-27.003,21.296,6.57
-27.003,22.296,6.57
-18.773,22.912,4.57
-19.773,22.912,4.57
-19.773,22.912,6.57
-18.773,22.912,6.57
-16.768,24.427,4.57
-16.768,25.427,4.57
-16.768,25.427,6.57
-16.768,24.427,6.57
-12.948,24.032,4.57
-12.948,23.032,4.57
-12.948,23.032,6.57
-12.948,24.032,6.57
-12.893,22.912,4.57
-11.893,22.912,4.57
-11.893,22.912,6.57
-12.893,22.912,6.57
